[0, "RT @ACreativeLoser: Are we live @cthagod ? Are we Live? Alright Check it...\n."]
[1634, "Now i really want kihyun to do a cover of bruno mars' song that's what i like ?? �you say you want a good time well here i am baby�\n."]
[1635, "Me ha gustado un v�deo de @YouTube (https://t.co/0gBONrjDbZ - Selena Gomez - Only You (Lyric Video)).\n."]
[1636, "emma-watson: it costs $0.00 to stop slut shaming taylor swift and to mind your own damn business https://t.co/wBWYyyXMuN\n."]
[1637, "Meet Taylor Swift's new beau Joe Alwyn https://t.co/lJsrlyQyA7 https://t.co/BdM2qMAMFc\n."]
[1638, "Why i found this fucking hilarious\n."]
[1639, "RT @badg4lrihanna: I'm pretty sure Rihanna is unreal https://t.co/pGz46Mdy06\n."]
[1640, "@cha smcyrus: H� rumores de que o nome do #M6 pode ser algo relacionado a "Destiny" (nome "real" de Miley Cyrus)\n."]
[1641, "RT @TheGarden: Have you heard @EnriqueIglesias’ new remix with @CNCOmusic? Enrique &amp; @Pitbull are heading to MSG this 6/30 &amp; 7/1! https://t…\n."]
[1642, "@PopCrave: Miley Cyrus reveals that she wrote her entire upcoming album on her own, no co-writers: "I just kinda feel like I know myself�\n."]
[1643, "Justin Bieber Thrilled Kou ney Kardashian Is Finding Happiness With Younes Bendjima https://t.co/6z4v0GjBgh via @HollywoodLife\n."]
[1644, "@jinspirationbrz: Justin Bieber durante sua live no Instagram. #JustinBBMAs https://t.co/m5JASaFMQo\n."]
[1645, "Just better than anyone\n."]
[1646, "#CD #Musics Unapologetic [Deluxe Edition] [CD/DVD] [PA] by #Rihanna (CD, Nov-2012, 2... https://t.co/ne5e3sDOHg #Music #Deals\n."]
[1647, "@enews: Taylor Swift is taking a break from the spotlight but she wasn't the first celebrity to take some (blank) space. https://t.co/Js…\n."]
[1648, ""...Baby One More Time (Cabaret Version)" by Britney Spears https://t.co/Xryot4MTdj\n."]
[1649, "Demi Lovato is super supportive of Miley Cyrus getting clean! https://t.co/FG83rphabT\n."]
[1650, "Taylor Swift đang bí mật hẹn hò diễn viên người Anh điển trai Joe Alwyn  - Kênh Live Stream\n."]
[1651, "@jinspirationbrz: Screenshots do Justin Bieber em sua live do Instagram hoje. (16) #JustinBBMAs https://t.co/tvFciJQund\n."]
[1652, "Adicionei um v�deo a uma playlist @YouTube https://t.co/Oz4Gi5I3y0 - DJ Got Us Fallin' In Love ft. Pitbull\n."]
[1653, "RT @1027KIISFM: Are you READY??! @selenagomez  https://t.co/nzLsZ7ELip\n."]
[1654, "@Newpo Nick355 @theStruvee @Adele Nice avi 🇨🇦\n."]
[1655, "@jinspirationbrz: Screenshots do Justin Bieber em sua live do Instagram hoje. (16) #JustinBBMAs https://t.co/BnFUH3visI\n."]
[1656, "MIXI-FACT: 6th most popular search: PITBULL - https://t.co/yCmyxSfmWk\n."]
[1657, "@klgandhoda: Watch @britneyspears' sons pull hilarious prank on mom https://t.co/rKgA8lqQSG https://t.co/iBuJMjFg1h\n."]
[1658, "-excellent, versatile discography\n."]
[1659, "@JBiieberProjeto: "Eu amo muito voc�s." - Justin Bieber durante a sua live no Instagram minutos atr�s.\n."]
[1660, "is justin bieber ok\n."]
[1661, "We stan an intellectual. https://t.co/4unvMLCQhH\n."]
[1662, "RT @ladygaga: Have fun Monsters! Your own emojis, out now 💋 https://t.co/XGkjJF3xGd https://t.co/jw7CJqclKA\n."]
[1663, "RT @brecht_vanneste: Interesting perspective on Alzheimer patients: "...when we stigmatize a group of people, we cease to care." https://t.…\n."]
[1664, "Apologies to my neighbours! Clearly thinking I'm going through a break up 😂 blasting Bruno mars when I was your man! And singing so loud 🙈😂\n."]
[1665, "RT @TSwiftLA: Taylor is the youngest person on @Forbes 2017 'Self-Made Women' list with a net worth of $280M!\n."]
[1666, "Guys I love Britney Spears okay?\n."]
[1667, "-more iconic hits than your fave\n."]
[1668, "LIVE DO BIEBER #JustinBBMAs https://t.co/fdkzz�\n."]
[1669, "RT @LelRell: The first song I listened to when I moved to this country was Party in the U.S.A. By Miley Cyrus\n."]
[1670, "How the Costumes in 'Magic Mike Live' Were Made to Be Taken Off\n."]
[1671, "#BritneySpears Fantasy Britney Spears Fragrance Set of 4 New Gift Lotion Scrub Body Hair Spray… https://t.co/7MBaGfp0aD\n."]
[1672, "@A istsandMusic: �Don't you ever let a soul in the world tell you that you can't be exactly who you are.� - Lady Gaga https://t.co/g1uU�\n."]
[1673, "I liked a @YouTube video https://t.co/9k79dTdwXh Lady Gaga - The Cure (JJChan Trap Remix)\n."]
[1674, "NOW PLAYING: ZAYN &amp; Taylor Swift -  I Don't Wanna Live Forever  https://t.co/140pbdnStA\n."]
[1675, "RT @AdeleUnion: Adele's best red carpet look! The dress, the makeup, and the hair was just right. https://t.co/ePjwlwSRn9\n."]
[1676, "🐶A Pitbull puppy is a blessing🐶 See More at 🐶https://t.co/UitNicYfvD🐶 #pitbull #pitbullsofinstagram #pitbulls #pit…… https://t.co/uUo2EinYnL\n."]
[1677, "Now playing Better On Me by Pitbull ft. Ty Dolla $ign!\n."]
[1678, "@lets_tweet01: Miley Cyrus Is The Latest Victim Of Having Her Nudes Leaked Online----:"&gt;\n."]
[1679, "RT @maxwunderlin: my dog smiles every time she listens to a Rihanna song and it's the best thing ever https://t.co/3feVmLcoEq\n."]
[1680, "@leo_kagi: Το να βλέπεις τον Ντανο σε συναυλία του sting είναι σαν να βλέπεις την Adele σε live κονσέρτο του Γονίδη σε δεύτερο προγραμμα…\n."]
[1681, "Britney Spears is so impo ant and i love her a lot\n."]
[1682, "I vote for @BTS_twt for the Top Social Artist #BTSBBMAs\n."]
[1683, "@JBCrewNepal: " Justin Bieber took something precious from India; a Hanuman key chain!"\n."]
[1684, "Taylor Swift has a new bf? 🙄\n."]
[1685, "@miaboatss Pitbull is my favorite rapper. He saved my life\n."]
[1686, "@popstar_polls: An exciting battle - Taylor Swift or Mexican queen Paulina Rubio - who is hotter?\n."]
[1687, "@FlorDeBelieber: La canci�n de Diplo "Bankroll" con Justin Bieber, Rich The Kid, Lil Wayne &amp; Chance The Reapper fue removida de SoundClo�\n."]
[1688, "@ZIPERATlVO: TOP ÁLBUNS:\n."]
[1689, "@HOWELLDAVIES: Harry Styles covering KANYE WEST at his first ever solo show! Ultralight Beam 🙌🏼🙌🏼🙌🏼 https://t.co/rFvquupm85\n."]
[1690, "Miley Cyrus is so perfect\n."]
[1691, "RT @strangestIove: Britney Spears really was the prettiest pop star of all time. https://t.co/Jp7Anyw9HL\n."]
[1692, "I vote for @BTS_twt for the Top Social A ist #BT…\n."]
[1693, "#61 Greatest Hits: My Prerogative - Britney Spears\n."]
[1694, "@AstoundingSwift: WHO.. CARES.. HOW MANY GUYS... TAYLOR SWIFT... HAS DATED\n."]
[1695, "top five singers? — 1) gorillaz\n."]
[1696, "@Animal_Hub: He wears his hea  on his chest. So cute! #dogs #puppies #doglovers #pitbull https://t.co/ReqJwLh3sA\n."]
[1697, "New Music: Bruno Mars ft. Gucci Mane – That’s What I Like (Remix) https://t.co/RgeXk1C6ci\n."]
[1698, "y'all i'm really listening to '08 taylor swift what is happening to me\n."]
[1699, "RT @RyanAbe: Miley Cyrus looks as happy and healthy as she's been in years and tbh I am really pumped for her.\n."]
[1700, "me: TaYlOr SwIfTs NoT eVeN gOoD https://t.co/ehxo0ShcHF\n."]
[1701, "@FBaseBieberBR: J� perceberam que o Justin sempre faz live quando vai ter premia��o e ele n�o vai comparecer? kkkk A LIVE DO BIEBER #Jus�\n."]
[1702, "What happened to Adele wit da hit songs, sho y got da smooth vocals\n."]
[1703, "I wanna open a dialogue on how great Bruno Mars' music sounds in my car. Like when I say you can hear every instrument....\n."]
[1704, "24. I Don't Wanna Live Forever - ZAYN, Taylor… https://t.co/vwYngAmDM3\n."]
[1705, "RT @fearleesreds: Fearless, Last Kiss, Enchanted, Long Live, Love Story, Untouchable, Superstar, All too well .. all I wanna say is thanks,…\n."]
[1706, "@JDBVoteSpree: Our family is voting for Justin Bieber @justinbieber for TOP SOCIAL A IST at the #BBMAs    to vote! #JustinBBMAs\n."]
[1707, "I liked a @YouTube video https://t.co/VdyB5iVtTz Kendrick Lamar Freestyle's Over Taylor Swift's "Shake It Off" on DeDe in the Morning\n."]
[1708, "@MTVAwards: .@pitbull, @JBALVIN and @Camila_Cabello will be hitting the @MTV Movie &amp; TV Awards main stage Sunday May 7th, and it's going�\n."]
[1709, "34. Malibu - Miley Cyrus (+3) *new peak*\n."]
[1710, "#6 It Ain't Me - Kygo &amp; Selena Gomez (=) *peak: #5*\n."]
[1711, "RT @Haileylynn211: Going to see lady Gaga on November 11th😍❤️ I have looked up to her since I was 7❤️🤧🤧 I love you so much @ladygaga ❤️❤️\n."]
[1712, "RT @trxyelands: lady gaga - perfect illusion https://t.co/h8eOjw51wR\n."]
[1713, "RT @thephillyvoice: Joel Embiid keeps up Rihanna pursuit: 'I’m 7-2, good looking, and women usually like my accent' https://t.co/pmyapTpSlg…\n."]
[1714, "In love with Bruno Mars. Idc idc\n."]
[1715, "I liked a @YouTube video https://t.co/dtszE21XsN Taylor Swift covers Vance Joy's Riptide in the Live Lounge\n."]
[1716, "Del todo mi gusto ??Miley Cyrus - Malibu (Official Video)  I loved it @MileyCyrus  https://t.co/cTsfKresAe\n."]
[1717, "Why Taylor Swift's Latest Approach to Romance Is the Right Mov.. https://t.co/rNGVPpMvns #celebrity https://t.co/zJbBCb8pjp\n."]
[1718, "@RihannaDemos: The Telegraph includes Rihanna's "Stay" in their "The 100 Best Love Songs of all Time" list: https://t.co/98GhdFQa7v http�\n."]
[1719, "@ProyectoAyudaJB: Justin Bieber hizo su 5to #1 en el Billboard Hot 100 Cha  a sus 23 a�os con 'Despacito'. Felicidades @justinbieber #J�\n."]
[1720, "I love Britney Spears\n."]
[1721, "Taylor's swift has a new boyfriend. This means a new breakup song is coming soon. I'm so excited!\n."]
[1722, "@LeftAtLondon: wanted to find out if Bruno Mars' 24k Magic was sampled in LOYALTY. (FT. RIHANNA) by Kendrick Lamar... so I recreated the…\n."]
[1723, "Love old Taylor Swift\n."]
[1724, "@rihanna make it happen love https://t.co/zuyJja2wRZ\n."]
[1725, "Me gust� un video de @YouTube https://t.co/K1eLpnqCzu Justin Bieber | Instagram Live Stream | 16 MAY 2017 [ FULL ]\n."]
[1726, "@oxminaox: When Justin Bieber says "despacitoooo" it hits me right in da corazoncito\n."]
[1727, "such an honor to be on the same stage as @pitbull and @jbalvin i love u guys SO much 😢…\n."]
[1728, "#BritneySpears #CD: Baby One More Time - Britney Spears (CD Used Very Good) https://t.co/zyHozI1Znb https://t.co/SPTR7HhhB0\n."]
[1729, "RT @WORLDMUSICAWARD: #Rihanna in new #Chopard ad! 😍👸🏽👑 https://t.co/Pk0J9caoeX\n."]
[1730, "Bien maduro �l hahaha\n."]
[1731, "I seen Miley Cyrus and that handsome guysho https://t.co/4NgCXzdw9H\n."]
[1732, "@KEY103: .@mileycyrus's new track 'Malibu' has landed! https://t.co/EHezDKpDNX\n."]
[1733, "If you're Miley Cyrus shouldn't you be able to afford better tattoos? I have seen better ink from a Sharpie. https://t.co/iY3IFlRW06\n."]
[1734, "@ladygaga: Have fun Monsters! Your own emojis, out now ?? https://t.co/XGkjJF3xGd https://t.co/jw7CJqclKA\n."]
[1735, "@RiRiHumor: you gotta love these Rihanna inspired graduation hats ???? https://t.co/G16jAxKaEr\n."]
[1736, "I liked a @YouTube video https://t.co/SSkgvzS6ym SHOWstudio: Lady Gaga Born This Way - Unseen Footage\n."]
[1737, "I biglietti Golden Circle per #JustinBieber non sono pi� disponibili\n."]
[1738, "idc idc this bruno mars song will never get old\n."]
[1739, "@newromanvtic: primeiro gritamos MINHA TAYLOR SWIFT ESTA VIVAAAAA e depois vamos avaliar o candid\n."]
[1740, "I'm rooting for Adele to win 'Top A ist Award' and Alessia Cara for 'Top New A ist Award' This Billboard 2017 \^O^/\n."]
[1741, "@kissEMOTIONstan: 18. Beautiful Soul - Jesse McCa ney. Before we had Justin Bieber, we had teen pop sensation Jesse McCa ney. https://�\n."]
[1742, "RT @ilovesparklests: TAYLOR SWIFT CAN DATE WHOEVER SHE WANTS. TAYLOR SWIFT CAN DATE WHOEVER SHR WANTS. TAYLOR SWIFT CAN DATE WHOEVER SHE WA…\n."]
[1743, "RT @pitbull: Get ready! We are playing "Hey Ma" live with @JBALVIN and @Camila_Cabello at the @MTVAwards, tonight at 8/7c on @MTV! #MTVAwar…\n."]
[1744, "@wendy_b For the record, Wendy's definition of "music snob" is "One who doesn't believe Taylor Swift writes her own music."\n."]
[1745, "#Sexy #Celebs EMINEM &amp; #Rihanna 2014 Monster Conce  Tour large L vintage rap R&amp;B Drake https://t.co/xLnBAcqtOh� https://t.co/ohqtxAvYhY\n."]
[1746, "Taylor Swift’s British Boyfriends: From Love Harry Styles To Newbie Joe Alwyn — Pics https://t.co/gK9XeqJqUz via @HollywoodLife\n."]
[1747, "@ZendayaMedia: Zendaya Performs '24K Magic' (Bruno Mars) | Lip Sync Battle https://t.co/tykK49gXkW\n."]
[1748, "I liked a @YouTube video https://t.co/S92FoWTcbG I Prevail - Blank Space (Taylor Swift Cover) - Punk Goes Pop Vol. 6\n."]
[1749, "David Bowie beats #Adele and Drake to UK's most popular artist - Official Charts Company - https://t.co/jrf8F2S19l https://t.co/8LjhESzx2t\n."]
[1750, "Okay imma talk about how beautiful Miley Cyrus's new MV looks. I wish I can be in that field of flowers rn\n."]
[1751, "@Bkstg: Check out this amazing #fana  of @Camila_Cabello, @JBALVIN, and @Pitbull at the #MTVAwards ?? https://t.co/5lDXfoHWlp https://t.�\n."]
[1752, "RT @admiringadkins: I love Adele so much❤\n."]
[1753, ""Just The Best Songs on the Radio"#brum\n."]
[1754, "#porn #teen #bath #oralsex #boob #sexy #supergirl leaked nude rihanna pictures https://t.co/yWCKYuxZDN\n."]
[1755, "Update: Miley Cyrus is still hot.\n."]
[1756, "RT @Camila_Cabello: GUYYS!! So excited to perform "Hey Ma" w @pitbull and @JBALVIN , see you tonight at 8/7c on @MTV! #MTVAwards https://t.…\n."]
[1757, "Meet Taylor Swift's London-born new beau Joe Alwyn https://t.co/HS1gJgOCBM #uk https://t.co/0nS9fIZDzT\n."]
[1758, "@twisted_twins Would you direct a Deadpool movie featuring Taylor Swift as Deadpool? https://t.co/Tq195NmZ1H\n."]
[1759, "#Rihanna #Style EMINEM &amp; RIHANNA 2014 Monster Conce  Tour large L vintage rap R&amp;B Drake https://t.co/769E6h4ycr� https://t.co/90MGbjaQPb\n."]
[1760, "Harry Styles on Whether 'Two Ghosts' Is About Taylor Swift: 'It's Pretty Self-Explanatory’\n."]
[1761, "You know what I'm gonna say it. Miley Cyrus looks good.\n."]
[1762, "J'ai ajouté une vidéo à une playlist @YouTube - ZAYN, Taylor Swift - I Don’t Wanna Live Forever (Fifty Shades Darker)\n."]
[1763, "((that was pretty obvious))\n."]
[1764, "JUST IN: New Footage of Julian Assange, Lady Gaga Discussing How To Free Chelsea Manning - https://t.co/TTkfc2sXLS https://t.co/MmrVKX0aMZ\n."]
[1765, "I vote @BTS_twt for Top Social Artist Award #BTSBBMAs\n."]
[1766, ""Love in the Dark" - Adele (Cover by Korie Anne) https://t.co/iBnI0CKCi5 @KorieAnne1 #rockndawg\n."]
[1767, "@SimplySFans: Taylor visiting the Love Story castle set - and also playing with her family's dog named Kitty! 😂 https://t.co/lxeOueElcw\n."]
[1768, "@enews: Taylor Swift has come out of the woods and was photographed for the first time in four months while in Nashville: https://t.co/m…\n."]
[1769, "RT @luizaperseguida: Alguém me ensina a parar de ouvir love on the brain repetidamente sem parar várias vezes\n."]
[1770, "🐶A Pitbull puppy is a blessing🐶 See More at 🐶https://t.co/UitNicYfvD🐶 #pitbull #pitbullsofinstagram #pitbulls #pit…… https://t.co/SwzaQw0NDk\n."]
[1771, "#chris brown having sex with rihanna funny sayings about sex https://t.co/xV9zUR1bLy\n."]
[1772, "@GAGAZANA: Who is the Best A ist of this day?\n."]
[1773, "I liked a @YouTube video https://t.co/ua2fzSlem9 Miley Cyrus on American Idol - The Climb Performance - April 15th 2009 - HDTV\n."]
[1774, "@billboard: .@JustinBieber becomes the first a ist ever to tally new No. 1s on the #Hot100 in back-to-back weeks https://t.co/DsoM9TVVu�\n."]
[1775, "@jinspirationbrz: Screenshots do Justin Bieber em sua live do Instagram hoje. (16) #JustinBBMAs https://t.co/QOrDZ74mIB\n."]
[1776, "@70s80sAnd90s: Britney Spears - Baby One More Time, 1998 https://t.co/shpmy9GsqD\n."]
[1777, "Harry Styles and Miley Cyrus are going to have a great 2017. I love the new music. #NotAshamed\n."]
[1778, "No puedo creer que en el carpool de lady gaga vocalizan diciendo Benedict Cumberbatch is Sherlock Holmes omg my true two passions\n."]
[1779, "#NowPlaying Malibu (Clean) - Miley Cyrus (Tune in: https://t.co/TPRPmMrNs5)\n."]
[1780, "Miley Cyrus has such a beautiful voice ???? https://t.co/uk8VNy4zVj\n."]
[1781, "Taylor Swift Is Dating a New Man: Everything We Know https://t.co/u9jsdcxRYB\n."]
[1782, "@Yoh31: Enjoyed writing this one: Tragedy and Triumph: The Cycle of Kanye West’s Career  https://t.co/38WdvoZO98\n."]
[1783, "@OnlyVocal: Love Yourself - Justin Bieber Vocals Only https://t.co/qES3xn1IPm\n."]
[1784, "@TheShadyFacts: Demi Lovato couldn't score a top 10 single from her album 'Confident' while Selena Gomez got 3 top tens from her album '…\n."]
[1785, "Me ha gustado un v�deo de @YouTube (https://t.co/vvC9rWrnwW - Miley Cyrus - "Malibu" Acoustic | Elvis Duran Live).\n."]
[1786, "RT @blessedswifty: In a recent controversial study, it has been proved that Taylor Swift haters on average have a lower IQ level than the r…\n."]
[1787, "@MTV: Which era of Miley Cyrus is your favorite? ?? https://t.co/Np8DYNbvvH\n."]
[1788, "RT @Drake: @rihanna :)\n."]
[1789, "Hits No. 1 on @billboard Hot 100 ??\n."]
[1790, "How amazing is that.💐\n."]
[1791, "@kelly_clarkson What's your favorite Britney Spears song?\n."]
[1792, "I liked a @YouTube video https://t.co/JDmJ66HMr1 SHOWstudio: City Monster Ball - Lady Gaga, Nick Knight and Ruth Hogben\n."]
[1793, "Justin Bieber's First Interview with Ellen! Such a baby ?????? https://t.co/tZIHjR5tHg\n."]
[1794, "Demi Lovato is ‘Really Proud’ of Miley Cyrus Getting Sober https://t.co/u0dgLpyUMP #entertainment\n."]
[1795, "RT @RV_SeulgiK: 콘서트를 축하해요 언니~~!!💛 너무너무 잘했어 잘한다👏👏 Korea's Taylor Swift짱!! I'm a proud S❤NE🙈 https://t.co/lgoR25FPNL\n."]
[1796, "[FREE] Kanye West Type Beat // Yeezy Style Hip-Hop Instrumental 2017 (Pr... https://t.co/iKaVzEoUJO via @YouTube\n."]
[1797, "JK: *acts cool*\n."]
[1798, "🐶Pitbull puppies are adorable🐶 See More at 🐶https://t.co/UitNicYfvD🐶 #pitbull #pitbullsofinstagram #pitbulls #pitb…… https://t.co/XfXvNpa6BM\n."]
[1799, "@ScottJ0222 @SickenedSteve @Gwedolyn237 @Leslie6365 @MrJockoDundee @Bernies4_Trump @pizzaItal Lol. Britney Spears h… https://t.co/NmESPiT0Uo\n."]
